RefID,Author(s),Experiment Number,CONTROL,Pollutant,Response type,Exposure Level/ Description,Exposure Frequency,Exposure Duration/ Timepoint,Species,Coral age class,Community study?,Current genus name,Current species name,Colony form,Other forms/morphologies,Coral surface direction,Ocean,Ecoregion number,Study location,Study site,Study type,Flow characteristics,Light characteristics,Other sample characteristics,Pollutant Class,Pollutant,Stressor description,Application level (amount),Application level (amount) UoM,level converted to ug/L,Application level (amount) average type,N for computing average,N UoM,lower error estimate,upper error estimate,level error type,exposure duration in days,recovery duration in days,frequency,notes,RESPONSE: Abnormal larval development,RESPONSE: bleaching,RESPONSE: carotenoid concentration,RESPONSE: chl-a concentration,RESPONSE: chl-c concentration,RESPONSE: colony mortality,RESPONSE: ETR max,RESPONSE: fertilization success,RESPONSE: gross photosynthetic rate,RESPONSE: growth rate,RESPONSE: larval mortality,RESPONSE: larval settlement,RESPONSE: larval swimming activity,RESPONSE: larval swimming distance,RESPONSE: larval swimming recovery,RESPONSE: effective quantum yield - delta F/Fm',RESPONSE: maximum quantum yield - Fv/Fm,RESPONSE: P/R ratio,RESPONSE: primary production,RESPONSE: protein concentration,RESPONSE: recruit survival,RESPONSE: respiration,RESPONSE: symbiont density,Expected response direction,Response type,Standardized response level,Standardized SE,Standardized SD,Standardized unit of measurement,Response level,Unit of measurement,Average type,N for computing average,N Unit of measurement,"Lower error bound, if taken from Figure","Upper error bound, if taken from Figure",Lower error estimate (= response level - lower error bound),Upper error estimate (= upper error bound - response level),Error type,"Time to response, numeric","Time to response, UoM","Duration of response, numeric","Duration of response, UoM",Source of data,BINARY: reduced chl,BINARY: Hydrostatic inflation,BINARY: Tentacular activity,BINARY: Increased mucus,BINARY: Congealed sediment,BINARY: Shift from auto to heterotrophy,BINARY: Reduced P/R,BINARY: Reduced photosynthetic efficiency,BINARY: Reduced growth rate,BINARY: Reduced fertilization success,BINARY: Reduced larval survival (pre-settlement),BINARY: Limited settlement,BINARY: Reduced recruit survival (post-settlement),BINARY: Reduced larval swimming activity,BINARY: Local bleaching,BINARY: Algal overgrowth,BINARY: Smothering,BINARY: Small necroses,BINARY: Large necroses,BINARY: Death of colonies,BINARY: decreased symbiont density,Non-adverse effect reported?,Adverse effect reported?,Mortality reported?,Effect of sediment on coral?,Non-adverse effect of sediment?,Adverse effect of sediment?,Sediment-induced mortality?,Data extractor initials,Date of completion,Additional notes on study
Copper-11,Hédouin et al. 2016,2,1,Copper,colony survival,Summer Cu 0 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",1.5,ug/L,1.5,mean,3,water samples,n/a,0.6,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,1,,,,,,,,,,,,,,,,,,decrease,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",,,,,,,,,,,,,,,,,,,,0,,0,1,1,0,NA,0,0,EEC,44015,"Effects of copper on survival, chlorophyll, symbiont density, Fv/Fm. Measure the same things for lead. Also measure skeletal metal concentrations, not extracted."
Copper-11,Hédouin et al. 2016,2,0,Copper,colony survival,Summer Cu 10 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",12.6,ug/L,12.6,mean,3,water samples,n/a,2.8,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,1,,,,,,,,,,,,,,,,,,decrease,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",,,,,,,,,,,,,,,,,,,,0,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,2,0,Copper,colony survival,Summer Cu 50 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",49.2,ug/L,49.2,mean,3,water samples,n/a,11.3,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,1,,,,,,,,,,,,,,,,,,decrease,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",,,,,,,,,,,,,,,,,,,,0,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,2,0,Copper,colony survival,Summer Cu 100 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",90,ug/L,90,mean,3,water samples,n/a,15.3,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,1,,,,,,,,,,,,,,,,,,decrease,colony survival,93.57142857,,n/r,% colonies survived,93.57142857,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",,,,,,,,,,,,,,,,,,,,0,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,2,0,Copper,colony survival,Summer Cu 250 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",206,ug/L,206,mean,3,water samples,n/a,33.6,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,1,,,,,,,,,,,,,,,,,,decrease,colony survival,33.57142857,,n/r,% colonies survived,33.57142857,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",,,,,,,,,,,,,,,,,,,,1,,0,1,1,1,NA,1,1,EEC,44015,
Copper-11,Hédouin et al. 2016,2,0,Copper,colony survival,Summer Cu 500 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",378,ug/L,378,mean,3,water samples,n/a,49.8,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,1,,,,,,,,,,,,,,,,,,decrease,colony survival,6.428571429,,n/r,% colonies survived,6.428571429,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",,,,,,,,,,,,,,,,,,,,1,,0,1,1,1,NA,1,1,EEC,44015,
Copper-11,Hédouin et al. 2016,3,1,Copper,maximum quantum yield - Fv/Fm,Summer Cu 0 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",1.5,ug/L,1.5,mean,3,water samples,n/a,0.6,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,,,,,,,,,,,,1,,,,,,,decrease,maximum quantum yield - Fv/Fm,0.63949045,6.97E-03,3.82E-02,unitless,0.63949045,Fv/Fm,mean,30,nubbins,n/a,0.67770701,n/a,3.82E-02,s.d.,n/a,n/a,n/a,n/a,Figure 8,,,,,,,,0,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,"Effects of copper on survival, chlorophyll, symbiont density, Fv/Fm. Measure the same things for lead. Also measure skeletal metal concentrations, not extracted."
Copper-11,Hédouin et al. 2016,3,0,Copper,maximum quantum yield - Fv/Fm,Summer Cu 10 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",12.6,ug/L,12.6,mean,3,water samples,n/a,2.8,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,,,,,,,,,,,,1,,,,,,,decrease,maximum quantum yield - Fv/Fm,0.65732484,6.52E-03,3.57E-02,unitless,0.65732484,Fv/Fm,mean,30,nubbins,n/a,0.69299363,n/a,3.57E-02,s.d.,n/a,n/a,n/a,n/a,Figure 8,,,,,,,,0,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,3,0,Copper,maximum quantum yield - Fv/Fm,Summer Cu 50 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",49.2,ug/L,49.2,mean,3,water samples,n/a,11.3,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,,,,,,,,,,,,1,,,,,,,decrease,maximum quantum yield - Fv/Fm,0.66242038,4.18E-03,2.29E-02,unitless,0.66242038,Fv/Fm,mean,30,nubbins,n/a,0.68535032,n/a,2.29E-02,s.d.,n/a,n/a,n/a,n/a,Figure 8,,,,,,,,0,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,3,0,Copper,maximum quantum yield - Fv/Fm,Summer Cu 100 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",90,ug/L,90,mean,3,water samples,n/a,15.3,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,,,,,,,,,,,,1,,,,,,,decrease,maximum quantum yield - Fv/Fm,0.58853503,0.02046691495,0.11210191,unitless,0.58853503,Fv/Fm,mean,30,nubbins,n/a,0.70063694,n/a,0.11210191,s.d.,n/a,n/a,n/a,n/a,Figure 8,,,,,,,,0,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,3,0,Copper,maximum quantum yield - Fv/Fm,Summer Cu 250 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",206,ug/L,206,mean,3,water samples,n/a,33.6,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,,,,,,,,,,,,1,,,,,,,decrease,maximum quantum yield - Fv/Fm,0.56305732,0.02046691495,0.11210191,unitless,0.56305732,Fv/Fm,mean,30,nubbins,n/a,0.67515924,n/a,0.11210191,s.d.,n/a,n/a,n/a,n/a,Figure 8,,,,,,,,1,,,,,,,,,,,,,,0,1,1,1,NA,1,1,EEC,44015,
Copper-11,Hédouin et al. 2016,3,0,Copper,maximum quantum yield - Fv/Fm,Summer Cu 500 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",378,ug/L,378,mean,3,water samples,n/a,49.8,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,,,,,,,,,,,,1,,,,,,,decrease,maximum quantum yield - Fv/Fm,0.41019108,0.02837458634,0.15541401,unitless,0.41019108,Fv/Fm,mean,30,nubbins,n/a,0.5656051,n/a,0.15541401,s.d.,n/a,n/a,n/a,n/a,Figure 8,,,,,,,,1,,,,,,,,,,,,,,0,1,1,1,NA,1,1,EEC,44015,
Copper-11,Hédouin et al. 2016,4,1,Copper,symbiont density,Summer Cu 0 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",1.5,ug/L,1.5,mean,3,water samples,n/a,0.6,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,,,,,,,,,,,,,,,,,,1,decrease,symbiont density,100,0,0,% of control,100,% remaining density,mean,15,nubbins,n/a,100,n/a,0,s.d.,n/a,n/a,n/a,n/a,Figure 6,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,"Effects of copper on survival, chlorophyll, symbiont density, Fv/Fm. Measure the same things for lead. Also measure skeletal metal concentrations, not extracted."
Copper-11,Hédouin et al. 2016,4,0,Copper,symbiont density,Summer Cu 10 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",12.6,ug/L,12.6,mean,3,water samples,n/a,2.8,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,,,,,,,,,,,,,,,,,,1,decrease,symbiont density,54.3429844,2.300212827,8.90868597,% of control,54.3429844,% remaining density,mean,15,nubbins,n/a,63.2516704,n/a,8.90868597,s.d.,n/a,n/a,n/a,n/a,Figure 6,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,4,0,Copper,symbiont density,Summer Cu 50 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",49.2,ug/L,49.2,mean,3,water samples,n/a,11.3,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,,,,,,,,,,,,,,,,,,1,decrease,symbiont density,67.7060134,6.555606552,25.389755,% of control,67.7060134,% remaining density,mean,15,nubbins,n/a,93.0957684,n/a,25.389755,s.d.,n/a,n/a,n/a,n/a,Figure 6,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,4,0,Copper,symbiont density,Summer Cu 100 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,26.7 ± 0.8 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",90,ug/L,90,mean,3,water samples,n/a,15.3,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,,,,,,,,,,,,,,,,,,1,decrease,symbiont density,53.2293987,3.450319251,13.363029,% of control,53.2293987,% remaining density,mean,15,nubbins,n/a,66.5924276,n/a,13.363029,s.d.,n/a,n/a,n/a,n/a,Figure 6,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,5,1,Copper,chl-a concentration,Winter Cu 0 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",8.1,ug/L,8.1,mean,3,water samples,n/a,0.6,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,1,,,,,,,,,,,,,,,,,,,,decrease,chl-a concentration,23.6363636,1.056268185,4.09090909,ug/cm2,23.6363636,ug Chl a / cm^2,mean,15,nubbins,n/a,27.7272727,n/a,4.09090909,s.d.,n/a,n/a,n/a,n/a,Figure 5,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,5,0,Copper,chl-a concentration,Winter Cu 10 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",15,ug/L,15,mean,3,water samples,n/a,1.3,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,1,,,,,,,,,,,,,,,,,,,,decrease,chl-a concentration,17.1212121,1.056268185,4.09090909,ug/cm2,17.1212121,ug Chl a / cm^2,mean,15,nubbins,n/a,21.2121212,n/a,4.09090909,s.d.,n/a,n/a,n/a,n/a,Figure 5,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,5,0,Copper,chl-a concentration,Winter Cu 50 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",48.9,ug/L,48.9,mean,3,water samples,n/a,5,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,1,,,,,,,,,,,,,,,,,,,,decrease,chl-a concentration,15.4545455,0.8997840085,3.48484848,ug/cm2,15.4545455,ug Chl a / cm^2,mean,15,nubbins,n/a,18.9393939,n/a,3.48484848,s.d.,n/a,n/a,n/a,n/a,Figure 5,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,5,0,Copper,chl-a concentration,Winter Cu 100 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",85.2,ug/L,85.2,mean,3,water samples,n/a,16.2,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,1,,,,,,,,,,,,,,,,,,,,decrease,chl-a concentration,8.93939394,0.8215419215,3.18181818,ug/cm2,8.93939394,ug Chl a / cm^2,mean,15,nubbins,n/a,12.1212121,n/a,3.18181818,s.d.,n/a,n/a,n/a,n/a,Figure 5,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,6,1,Copper,colony survival,Winter Cu 0 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",8.1,ug/L,8.1,mean,3,water samples,n/a,0.6,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,1,,,,,,,,,,,,,,,,,,decrease,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",,,,,,,,,,,,,,,,,,,,0,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,6,0,Copper,colony survival,Winter Cu 10 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",15,ug/L,15,mean,3,water samples,n/a,1.3,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,1,,,,,,,,,,,,,,,,,,decrease,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",,,,,,,,,,,,,,,,,,,,0,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,6,0,Copper,colony survival,Winter Cu 50 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",48.9,ug/L,48.9,mean,3,water samples,n/a,5,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,1,,,,,,,,,,,,,,,,,,decrease,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",,,,,,,,,,,,,,,,,,,,0,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,6,0,Copper,colony survival,Winter Cu 100 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",85.2,ug/L,85.2,mean,3,water samples,n/a,16.2,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,1,,,,,,,,,,,,,,,,,,decrease,colony survival,100,,n/r,% colonies survived,100,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",,,,,,,,,,,,,,,,,,,,0,,0,1,1,0,NA,0,0,EEC,44015,
Copper-11,Hédouin et al. 2016,6,0,Copper,colony survival,Winter Cu 250 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",222,ug/L,222,mean,3,water samples,n/a,29.4,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,1,,,,,,,,,,,,,,,,,,decrease,colony survival,57.38095238,,n/r,% colonies survived,57.38095238,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",,,,,,,,,,,,,,,,,,,,1,,0,1,1,1,NA,1,1,EEC,44015,
Copper-11,Hédouin et al. 2016,6,0,Copper,colony survival,Winter Cu 500 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",434,ug/L,434,mean,3,water samples,n/a,72.6,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,1,,,,,,,,,,,,,,,,,,decrease,colony survival,13.57142857,,n/r,% colonies survived,13.57142857,% colonies surviving,mean,30,colonies,n/r,n/r,n/r,n/r,n/r,n/a,n/a,n/a,n/a,"Figure 2, appears as though they forgot to add error bars? Caption says mean +/- sd",,,,,,,,,,,,,,,,,,,,1,,0,1,1,1,NA,1,1,EEC,44015,
Copper-11,Hédouin et al. 2016,7,1,Copper,maximum quantum yield - Fv/Fm,Winter Cu 0 ug/L adult,Every 24 hours,96 hours,Pocillopora damicornis,adult,0,Pocillopora,damicornis,branching,compact clumps,n/a,Pacific,113,"Moku o Loʻe, Oʻahu, Hawaiʻi",laboratory,manipulative,flowing seawater aquaria,Natural light with shade cloth,24.1 ± 0.7 C,Metal,Copper,"Cu(Cl)2, Merck synthesis quality",8.1,ug/L,8.1,mean,3,water samples,n/a,0.6,s.d.,4,0,Every 24 hours,Measured with Dynamic Reaction Cell ICP-MS,,,,,,,,,,,,,,,,,1,,,,,,,decrease,maximum quantum yield - Fv/Fm,0.67006369,3.72E-03,2.04E-02,unitless,0.67006369,Fv/Fm,mean,30,nubbins,n/a,0.69044586,n/a,2.04E-02,s.d.,n/a,n/a,n/a,n/a,Figure 8,,,,,,,,0,,,,,,,,,,,,,,0,1,1,0,NA,0,0,EEC,44015,
